PO1,PD1,distance(m),durations(s),asecnd(m),descent(m)
EH224SP,EH224AA,947.1,116.6,36.9,0
FK125EA,FK125HX,705.3,77.7,0,7.4
FK125EA,FK125HB,195.8,25.0,0,0.7
FK125EA,FK125LZ,419.9,52.9,0,2.8
ML52RN,ML52RY,395.4,71.2,7.9,0
KA56BA,KA56NU,5417.0,427.2,43.7,84.5
PH20LE,PH13GP,4666.9,543.8,8.5,19.1
G211HT,G641GX,6602.2,669.6,77.5,54.7
AB115QH,AB510SB,26748.9,1753.3,296.2,251.7
G674EN,G671JG,1911.6,244.2,42.6,5.6
PH12DD,PH12PN,2034.8,311.6,17.5,19.8
AB526RY,AB514QW,13123.8,664.1,121.4,143.8
G414AD,G414DA,513.1,53.7,0,2.9
G132XD,G132JW,1630.5,318.3,14.7,11.0
AB416DT,AB252YB,23381.5,1452.2,169.9,130.6
AB123FD,AB252YB,6977.1,722.1,49.6,92.5
KA244BX,KA244HP,2277.1,205.5,45.3,14.2
G781DU,G776AW,7328.2,580.2,124.7,38.1
KA14HS,KA29AD,3406.2,230.7,26.3,21.1
FK94LB,FK70PN,10333.9,653.6,69.9,82.1
FK95JZ,FK70PN,5675.0,550.8,57.9,17.4
AB210LH,AB417DT,33618.2,1882.1,276.3,363.2
FK54RW,FK117HJ,21534.2,1090.0,97.9,118.8
KA37DZ,KA37DF,1735.0,363.2,18.2,5.4
KA37DZ,KA15QG,13017.6,808.7,101.5,53.9
PA34DH,G821AD,19495.6,1098.8,91.5,93.8
DD77EA,DD77EF,262.5,53.9,0.1,1.2
DG28NW,DG11DF,8873.6,477.5,65.1,146.2
DG71QU,DG11DF,33648.5,1742.3,257.2,268.8
KA15QR,KA29BL,6026.6,409.1,19.8,69.8
KA15QR,KA29BL,6026.6,409.1,19.8,69.8
KA15QR,KA29BL,6026.6,409.1,19.8,69.8
DD113AR,DD22AH,28790.3,1775.1,171.4,132.2
PA345JP,PA344UU,21379.4,1294.6,235.8,199.1
TD145EG,TD113QT,25785.5,1558.5,250.7,174.3
G830SQ,FK83LX,24901.9,1225.1,208.8,175.0
EH125UX,EH47RE,5299.1,639.1,74.7,60.7
G332SD,G332QZ,432.5,73.9,1.1,0.8
G524DA,G524JN,2509.4,301.6,5.4,8.6
DG126QX,DG130PP,31582.5,1634.4,313.6,227.5
IV57QP,IV57PX,116.9,26.7,1.8,0.1
IV57NB,IV57PX,2177.8,144.9,3.6,47.2
KW172SR,KW172AP,45773.1,2714.1,341.9,344.7
DD19PF,DD14AF,1676.0,195.6,4.1,35.7
G699DW,G699DH,365.2,37.1,0.4,4.3
DG12EP,DG12ER,54.0,13.0,0,0.7
EH525DZ,EH525RG,2296.3,287.7,1.0,38.2
EH526DJ,EH525RG,2184.8,329.7,4.3,34.6
IV305PQ,IV308XJ,7529.3,759.0,80.6,40.6
G431SB,G428SG,3384.8,341.1,14.1,13.1
PA152QP,PA146HF,4054.3,534.5,117.4,37.6
FK94LZ,FK103AG,13998.8,919.6,244.0,276.4
PH27PH,PH139JS,21249.5,1256.3,149.8,170.0
EH106UJ,EH130AZ,4386.5,556.1,15.6,77.0
PA191RS,PA160GJ,11891.7,912.0,184.7,137.4
TD13EE,TD12NE,5292.1,642.1,66.4,63.3
EH64HZ,EH51FG,4445.1,597.5,39.0,20.8
EH64HZ,EH141PP,7676.2,1104.9,94.2,46.6
KA136JX,KA136AW,638.6,80.2,4.4,2.8
HS33AE,HS53UE,18070.2,935.7,142.7,136.0
ZE10QY,ZE29XH,6376.5,473.4,110.5,185.3
PH13NZ,PH13NA,1190.2,116.6,1.7,16.6
PH13NZ,PH165SR,41835.2,1799.5,334.6,289.7
EH42ER,EH35AE,1652.8,261.3,5.2,7.3
ML52NA,EH482TA,32551.6,1649.2,303.1,226.5
KY120LY,EH23HT,28959.3,2132.7,289.9,326.8
DD97BU,DD84ES,27523.0,1421.9,179.8,90.9
DD83JA,DD84ES,10667.0,628.8,112.5,40.5
DD84HB,DD84ES,594.1,95.2,4.8,7.3
KA120RJ,KA111LS,1868.2,312.8,13.9,1.2
G443XS,G443XR,284.7,51.2,9.8,1.3
KA308SN,KA308AB,5270.9,536.3,6.9,94.0
KA256AW,KA308AB,14692.0,727.0,172.8,230.8
PA191DB,KA308AB,22317.4,1400.4,232.7,279.2
G728ER,G235LS,17341.1,1528.0,107.2,155.7
G214AR,G214DD,1087.8,120.3,10.1,7.9
DG12DD,DG12PS,564.2,89.3,0.2,6.4
DD100EZ,DD100DR,9413.4,599.3,119.3,32.7
DD100EZ,DD108LZ,14831.4,888.9,105.9,111.4
KY146BQ,KY146AT,673.9,161.7,4.8,3.8
KY146BQ,KY146AT,673.9,161.7,4.8,3.8
KY120RD,KY48HD,5809.0,692.8,75.9,27.5
KY120RD,KY127DF,3762.3,467.8,33.1,30.0
KA136NP,G26HQ,46982.2,2607.2,239.6,245.0
KW15NH,KW14JT,1881.6,216.5,18.6,14.1
KW15NH,KW15XL,17464.9,1048.9,82.2,57.0
KW15NH,KW15TG,931.4,151.7,10.6,1.2
KW15EP,KW15TG,1518.9,190.8,25.3,3.1
FK82EN,FK78LD,4439.6,452.2,40.1,23.5
DG28AZ,DG13HE,26570.1,1577.5,190.6,178.3
PA167RU,G537NE,38225.0,2327.6,253.4,217.8
KY169LX,KY168AR,2969.2,326.4,27.7,22.1
KY169LX,KY168RT,2050.3,216.2,7.5,22.1
KA88BU,KA67AA,13824.4,977.7,155.6,46.9
AB315TN,AB315UX,587.6,131.6,14.3,0.4
AB315TN,AB315TB,1113.5,140.5,3.9,15.1
AB510EZ,AB510DH,1405.3,186.8,32.7,0.8
ZE10RB,ZE10QZ,192.5,35.9,0,3.7
ZE10RB,ZE10GD,1396.8,130.3,2.3,20.0
ZE29BG,ZE10GD,no route found,,,
ZE10PA,ZE10GD,1896.0,151.2,7.0,17.7
AB554AG,AB554AS,699.5,85.2,3.9,18.9
AB538RD,AB535UW,21520.0,1139.0,147.7,125.2
DD81PB,DD81PE,739.4,109.1,18.1,2.5
DD11RL,DD13DY,1539.3,192.3,6.1,16.5
G115JY,G120RZ,1849.1,236.8,29.5,4.4
PH13FE,PH13AF,6164.1,461.9,34.0,38.3
G331EP,G332ES,3191.3,310.7,9.6,42.3
IV23TR,IV180NR,40136.1,1858.8,310.9,302.6
G782RT,G783HJ,3357.9,305.6,87.2,5.5
G728PE,G728PH,222.0,49.9,3.4,0
PH13TU,KY146JP,25326.6,1343.2,218.0,216.2
G680BT,G680LS,2124.0,254.2,31.0,14.3
G830PD,G630RD,24086.7,1473.5,277.4,223.9
G830PD,G630RD,24086.7,1473.5,277.4,223.9
G830PD,G630RG,24138.1,1485.8,277.2,223.9
G830PD,G630RG,24138.1,1485.8,277.2,223.9
AB154PB,AB154DP,579.4,88.7,4.7,2.8
PH263EG,IV124QD,37831.7,1757.6,309.5,511.8
G467SF,G467RX,93.8,11.2,0.2,0.3
KA92LJ,KA106AN,9363.5,828.3,38.7,46.1
PA27DE,PA26RZ,2793.9,296.0,24.9,28.0
PA67EX,PA26RZ,12694.7,1111.0,68.6,79.4
PA169AE,PA154RN,2643.7,215.8,4.1,37.4
PA191TJ,PA154RN,6562.6,705.2,58.1,111.4
PA191AF,PA154RN,14049.6,1051.5,141.2,179.1
AB116LA,AB510YX,26581.9,1850.4,310.5,246.9
FK125NX,FK125AW,1569.7,161.8,9.7,6.2
G758ZT,ML110BA,30691.2,1853.3,263.0,217.0
G402UH,ML52PD,15082.9,925.7,119.0,44.7
PA286JE,PA286EG,245.5,55.9,0,4.7
PA286UG,PA286EG,1818.0,164.7,7.4,18.0
EH193BT,EH112HF,19104.1,1287.2,158.0,195.2
EH112EF,EH112HF,167.1,42.7,0,0.5
KW147XQ,KW147DS,5575.4,501.0,24.8,83.1
G613HA,G28GT,10548.5,1090.3,64.2,114.3
AB167BE,AB165EW,2083.9,285.2,16.1,35.6
DD96DD,DD97PD,2663.1,271.5,25.6,22.7
DD96DD,DD108LX,13952.1,931.3,34.4,116.3
ZE29EQ,ZE29DU,6948.8,469.6,96.3,98.3
AB217HG,AB510QX,13106.1,889.8,143.1,83.9
EH218EB,EH177BW,11315.9,761.8,118.9,31.0
G776BN,IV361PP,293053.7,12515.8,2290.4,2416.4
FK41TP,FK41ED,5132.1,457.9,32.9,36.6
TD145NL,TD145NE,113.2,17.5,0,0.6
AB238ZD,AB245NB,10329.6,768.9,35.1,78.3
PH14RE,PH11PR,14300.3,798.5,110.8,117.5
KA92AR,KA197SF,25780.8,1424.0,170.1,153.2
KA257HE,KA257DJ,1249.3,277.7,0.3,20.9
PA209DU,PA209DA,670.9,64.6,2.9,6.5
DD13JS,DD21BQ,3529.4,399.0,32.1,31.5
PH15AS,PH29QD,22653.0,1131.8,340.4,154.2
TD74JX,TD13NZ,3475.0,310.8,13.6,81.4
G720JR,ML36AS,6318.3,860.8,20.1,110.5
G776GW,G760JG,8950.5,719.1,126.4,76.8
G847TY,G848HL,12497.4,980.9,83.9,80.5
KY129SF,G848HL,102664.1,4668.0,754.0,819.5
FK147JN,FK94UF,40932.2,1774.9,202.7,343.2
AB555AG,AB561BE,24439.5,1252.4,135.2,255.3
IV23QN,IV159AF,26331.9,1528.2,309.5,259.3
EH181JZ,EH225TA,8442.0,844.8,144.1,70.5
EH181JZ,EH193LW,3413.8,346.1,50.0,40.9
EH260AE,EH193LW,12260.6,1011.9,57.1,183.2
EH181JZ,EH181JX,147.1,33.6,2.0,0.1
EH181JZ,EH181JX,147.1,33.6,2.0,0.1
G821SF,G848XD,13532.5,980.1,94.4,94.5
IV11NP,IV125ER,28153.8,1489.5,110.7,98.7
G329RX,G696JF,4786.1,469.9,52.7,17.7
TD57AJ,TD58PB,6588.3,441.1,140.0,26.5
G311NZ,G336PH,5895.8,667.8,78.3,11.7
DD14HY,DD14HU,181.7,14.5,0,1.4
G611RS,G612SN,1968.6,247.8,16.4,22.8
DG28DX,DG12RT,11562.4,682.4,94.9,105.3
DG14RD,DG12RT,8203.8,538.7,34.3,31.3
PA160XE,PA160NJ,983.2,236.0,4.8,11.7
FK77PH,FK77DS,6036.9,459.7,48.1,30.2
FK136JS,FK136BD,2219.4,271.4,14.1,53.1
IV363YJ,IV363XT,5415.8,444.0,18.2,16.9
KA215LS,KA239BY,9615.6,550.9,133.3,93.7
EH421XX,EH421JS,3411.3,423.5,13.1,18.9
HS33BW,HS29QB,42199.9,2113.1,577.6,570.6
IV124DQ,IV361AQ,17246.4,973.2,95.3,89.9
G627LL,G612BL,4661.1,458.6,45.8,36.9
G627LL,G644EU,9707.9,791.6,50.2,60.6
G627LL,G628PD,2175.1,247.7,9.8,11.8
G627LL,G444DE,19105.1,1625.3,115.5,146.8
KY26AT,KY26RY,1437.5,222.3,17.9,5.3
KY26AT,KY26HF,2983.3,383.5,54.3,4.1
DD96XG,DD97TF,9636.4,691.8,57.7,51.0
DD96XG,DD97TF,9636.4,691.8,57.7,51.0
G37HY,PA48HS,12640.8,896.8,42.5,59.0
G522DB,G513UT,3418.4,421.6,5.5,13.1
PA167NX,G513UT,38448.4,2025.2,179.0,269.5
IV108TW,IV98QT,3403.6,348.2,28.5,30.6
AB125BT,AB124SZ,8843.0,572.0,86.7,63.9
PA40YE,PA75QA,13661.6,810.2,59.2,30.3
DD115HE,DD114HN,3937.4,476.8,29.4,26.9
EH35DA,EH127HU,9067.0,1018.2,110.2,85.8
EH35DA,EH126UD,6804.9,906.2,90.0,44.3
G729BJ,G729DT,874.1,109.0,10.1,1.5
G729BJ,G611ED,31618.7,2065.9,170.3,169.2
KA197LN,KA198BT,1813.7,270.5,31.9,1.1
G428PP,G427RP,586.6,82.7,0.2,2.7
IV27JQ,IV35AP,12887.8,1000.8,46.9,60.1
KA239EW,G312LS,59643.9,3083.7,352.5,382.2
G775BQ,G776GR,2959.8,305.4,26.1,46.3
FK53JP,FK27LD,3764.5,384.5,10.1,23.5
KA128TA,KA129PH,4606.5,574.7,10.3,13.1
KA128SZ,KA129PH,1707.6,392.3,0.7,2.8
HS12PZ,HS12PA,1027.7,160.2,6.6,10.9
EH496PZ,EH497SN,3787.4,553.9,18.3,68.4
PH152EA,PH152JD,4649.3,553.0,30.8,66.3
G335AA,G335AA,0,0,0,0
G335AA,G335AA,0,0,0,0
AB106RX,AB243UF,5073.5,730.3,50.0,59.8
DG46PH,DG46AQ,6839.5,493.0,15.0,31.6
KW14DX,KW15BE,1976.7,258.7,16.9,16.9
PH13AJ,PH165EB,40521.8,1779.1,366.8,263.0
PH13AJ,PH165EB,40521.8,1779.1,366.8,263.0
IV98RW,IV98RW,0,0,0,0
IV98RW,IV98RW,0,0,0,0
KA197AG,KA198JP,5184.9,405.6,88.6,41.5
KY120QT,HS12XA,482475.1,27562.6,4278.4,4382.6
KY120QT,HS12XA,482475.1,27562.6,4278.4,4382.6
PA427BD,PA437HL,16514.1,1010.3,57.0,43.6
IV25AL,IV35DX,7919.6,840.8,31.1,133.0
KW163LF,KW163LF,0,0,0,0
KW163LF,KW163LF,0,0,0,0
PA169AP,PA160YJ,2127.3,332.0,49.4,19.1
PA152HJ,PA152HJ,0,0,0,0
PA152HJ,PA152HJ,0,0,0,0
KA32HX,KA31PN,1551.3,361.9,0.1,15.5
EH218HW,EH216RE,3625.4,401.6,12.7,20.0
EH216QW,EH216RE,1067.5,162.8,5.7,3.9
ML42RG,ML41AJ,1847.9,199.3,16.6,5.1
KA13RB,KA13NX,303.4,63.1,0,4.2
KA13RB,KA13NX,303.4,63.1,0,4.2
KA13RB,KA14QB,1511.1,338.5,23.9,2.6
KA15LQ,KA14QB,2522.2,440.5,25.3,4.3
EH496QY,FK102DQ,35034.1,1704.2,129.6,187.9
FK27BZ,FK11HB,1985.1,291.2,33.2,12.7
EH224QJ,EH225NJ,3772.5,433.8,52.4,32.0
PA58AL,PA50NW,2775.4,270.6,23.6,6.1
IV361HD,IV362TY,1860.8,167.6,8.9,5.3
IV301DJ,IV362TY,21041.8,1118.5,116.8,125.1
DD11PX,DD11PE,764.0,107.2,6.8,3.9
FK136HP,FK136LS,1591.7,199.6,50.0,0
FK54RX,FK136LS,22297.5,1047.5,155.0,115.9
AB387QN,AB387AD,10656.1,530.9,51.0,215.1
AB387QN,AB387AD,10656.1,530.9,51.0,215.1
HS20AR,HS12QN,2844.1,213.0,8.9,19.1
IV35HG,IV35TE,914.1,175.8,1.8,2.1
G413BJ,G413YE,508.6,67.8,2.2,2.6
G120HW,G314HZ,10116.3,1030.9,67.8,88.4
PA27SL,G49SP,15288.9,1311.6,97.8,89.4
DG71TJ,DG71HH,2564.5,237.5,13.2,12.3
IV361EB,IV361EB,0,0,0,0
IV361EB,IV361EB,0,0,0,0
G662JG,G662PY,745.2,105.9,0.6,3.2
DG20QA,G24TZ,123998.4,5207.6,930.3,903.7
EH92JL,EH68JJ,4705.9,699.0,24.3,83.9
PA134DU,PA146PP,4258.4,284.3,54.6,26.6
DD36QJ,DD36TN,364.0,44.9,14.7,0
DD36QN,DD36TN,631.2,95.3,25.0,0
ML28HU,ML27NG,1162.0,104.6,3.5,20.6
G537SY,G28DA,9843.6,931.0,51.5,79.6
DD97TA,DD97BN,9494.0,630.5,53.6,65.2
EH546SE,EH477HJ,9750.3,759.5,69.7,29.2
G514HL,G511RH,2978.3,323.3,8.4,11.0
G514HL,G513TL,2107.0,278.8,4.3,6.9
DG64AH,DG14AP,46644.9,2355.3,339.3,314.7
KW163HT,KW163JR,2944.5,309.8,30.2,60.6
KA13JA,KA13RN,2782.6,427.0,24.1,6.0
IV67XR,IV159HA,9835.9,571.1,47.6,67.0
EH225PF,EH225JY,753.6,99.1,18.3,1.3
EH225PF,EH225AJ,1346.2,167.6,7.7,21.4
EH225JY,EH225AJ,1323.3,149.0,0,35.4
PA113LN,PA67EZ,3992.8,455.8,30.1,35.7
PH165EB,PH13AJ,40261.5,1759.7,258.5,360.6
PH165EB,PH13AJ,40261.5,1759.7,258.5,360.6
AB453AT,AB441GD,11687.1,911.3,91.2,160.2
AB155WL,AB158AR,4377.5,401.9,64.8,65.4
PH263QA,PH263JH,588.9,82.4,3.0,0.8
ZE10WZ,ZE10WX,1695.9,158.0,20.1,12.9
KA14HL,KA170EW,14037.7,1027.3,120.9,61.0
AB125SQ,AB101AS,5373.4,730.0,39.4,58.6
PH263JH,IV316TW,66188.0,3169.2,551.5,764.2
DG112DA,DG112HU,564.8,76.3,7.1,2.2
G13JF,G28BG,1221.3,200.5,7.3,14.7
EH478HU,EH547EZ,14267.8,899.3,48.0,120.1
G782JD,G783PT,2352.2,269.9,38.6,5.9
G157AB,G140YU,4151.5,464.0,18.1,26.1
G522TW,G523QU,703.3,85.5,3.8,5.9
KA92JR,G27DP,51838.5,2479.4,382.4,369.6
G726QA,G27DP,15593.6,1275.7,63.7,80.0
KA115DJ,KA73DD,22476.9,1025.7,107.7,102.7
G642AZ,G720ND,25069.8,1469.7,155.7,166.6
IV35PW,IV24UW,3325.3,470.0,34.6,6.4
PH20RY,PH15LQ,15377.3,899.6,141.8,187.7
PH20RY,PH20QY,4764.2,289.7,23.6,42.9
PH13XU,PH13AH,2015.2,211.6,2.9,3.8
G626LH,G40JY,10686.3,833.1,79.0,103.7
AB159SD,AB155JB,5796.5,537.3,29.6,26.4
EH234TP,EH234TS,597.4,67.3,7.1,1.6
DD14BY,DD53EJ,7683.5,740.9,80.6,39.0
FK12LW,FK198PR,79105.1,3589.3,499.4,528.0
G729RN,ML38RJ,5960.5,503.8,146.2,20.8
KW151QZ,KW172EG,10505.2,656.9,69.8,57.1
EH46NU,EH145DR,11966.6,1202.9,159.6,46.1
ML14ZG,ML55JA,9326.1,643.7,76.1,79.2
AB316JQ,AB315QA,6889.0,495.4,53.1,116.7
AB244NX,AB242BP,1130.2,163.6,1.8,36.5
DD100BG,DD108EX,8531.8,553.8,27.9,92.9
IV38RG,IV38PR,3559.0,280.8,58.4,52.9
G839DL,G838DP,3798.7,512.4,27.0,24.2
G839DL,G838DP,3798.7,512.4,27.0,24.2
G626PE,G644DX,9065.6,773.0,54.6,56.3
G128LG,G13JE,4000.3,567.2,34.7,57.3
AB210RE,AB210RE,0,0,0,0
AB210RE,AB210RE,0,0,0,0
G24SQ,G349JD,12132.7,782.6,83.1,48.2
G349LY,G349JD,375.0,90.0,0,3.9
ML12LD,ML12LD,0,0,0,0
ML12LD,ML12LD,0,0,0,0
ML12LD,ML12LD,0,0,0,0
AB115SS,ML14XU,236856.1,9228.9,1693.1,1603.7
PA12AE,PA28RA,4056.1,463.4,67.4,22.9
PA12AE,PA12AE,0,0,0,0
PA28RA,PA12AE,4035.5,454.0,22.6,66.1
KY113AT,KY129FB,4231.1,465.1,75.0,22.7
G36ST,PA13SJ,13962.8,1064.6,58.2,88.1
PA11QA,PA13SJ,596.6,131.5,1.9,2.4
G36ST,G642SW,6514.0,774.2,75.5,48.4
G728PX,G729AS,5754.1,489.4,44.6,40.5
ML55QS,ML11XH,14205.2,1094.6,123.1,100.8
PA344GZ,PA344HB,1903.8,231.7,11.6,16.7
PA344GZ,PA345DD,2371.5,297.2,14.1,18.9
ML53SQ,ML55BD,2794.0,322.1,18.8,29.7
ML53SQ,ML52HS,2540.8,296.6,15.5,8.0
ML53SQ,ML54LW,2479.1,328.0,23.3,15.2
ML53SQ,ML55AS,2563.8,294.6,18.8,25.8
EH549AD,EH221SN,36977.6,2005.3,215.9,324.4
G213PA,G28JB,7504.6,818.3,36.3,115.8
G429TL,G639BP,22629.9,1661.9,249.6,201.8
ML27LU,ML119TQ,22210.8,1581.1,328.3,270.4
ML27LU,ML119TQ,22210.8,1581.1,328.3,270.4
FK82EZ,FK95JU,3634.8,375.8,9.0,26.0
FK166AN,FK166BU,3054.0,297.7,23.3,30.0
AB417TU,AB417EQ,15615.2,1137.5,126.3,139.2
FK136BW,FK136DA,666.1,115.4,3.3,6.6
FK136PF,FK136DA,1592.0,196.2,9.0,18.4
FK136BW,ML75RX,47258.2,2363.7,444.7,269.9
EH75JR,DD77HZ,109004.1,5847.6,767.5,802.7
IV499AZ,IV499AG,87.4,21.0,0.6,0.3
PA191EX,PA154LY,5854.7,806.8,68.5,114.0
ML12NF,ML66BA,14143.6,1189.5,131.4,84.5
EH53NR,EH128LX,9105.9,895.8,83.2,68.5
DD22PE,DD12EE,2449.0,321.3,14.0,66.7
FK29HF,FK38PR,4058.9,424.3,6.3,9.2
FK38PH,FK38PR,212.0,29.3,0,0.4
FK38PH,FK38PR,212.0,29.3,0,0.4
TD145DL,TD145JH,1624.6,257.9,25.8,16.2
EH152RG,EH331NJ,12153.9,894.3,94.4,41.2
DD36SX,AB124QH,96404.2,3862.8,655.5,693.6
ML51QW,G411BS,19833.6,1522.9,67.8,142.4
HS53UB,HS29JT,71705.2,3236.1,944.2,919.4
IV38RW,IV23DL,6689.7,773.7,55.4,70.5
ZE29DT,ZE29EQ,8834.7,647.8,140.5,101.2
G115BY,G11XQ,4744.5,621.2,39.3,51.3
FK41RJ,G11XQ,28722.7,1447.5,194.6,224.7
G36HS,G11XQ,2689.1,334.9,18.1,15.3
EH42DA,G11XQ,72211.5,3242.9,499.5,517.6
PA29HA,G11XQ,17900.4,1305.7,84.4,101.1
FK28HL,FK28AU,738.0,73.6,3.1,0.2
FK28HL,FK28AU,738.0,73.6,3.1,0.2
FK28PW,FK28AU,6563.5,336.4,11.8,7.6
G11UG,G680LL,24800.4,1245.6,195.6,118.8
FK101RN,G680LL,29221.5,1606.2,239.7,153.1
PH15AP,PH165BS,41316.1,1889.0,350.9,264.5
AB107BH,AB115BJ,4850.2,611.9,38.1,60.1
AB526LH,AB526JX,708.4,104.0,3.3,0.5
KY139SE,FK147AG,23531.4,1162.8,124.6,208.8
ML38AH,ML38AX,747.4,104.4,0,27.1
G211XD,G641DY,2786.8,377.6,16.4,18.0
KA278HP,KA278AG,26037.2,1224.2,307.9,305.4
KA278DT,KA278AG,13314.8,691.4,208.0,250.1
KA278JD,KA278AG,12110.9,735.8,95.0,101.1
AB159AA,AB130AB,3354.7,330.3,22.8,24.9
ML119EU,ML117LA,705.2,66.8,6.2,3.8
EH193GA,EH260BP,12500.7,939.2,176.0,60.8
EH193GA,EH209LZ,11584.7,745.6,132.6,54.9
AB515GB,AB513XD,7279.7,460.8,68.7,70.8
DD24RJ,KY169JB,26054.5,1911.0,163.9,213.2
EH66PR,KY74UF,53431.8,2882.3,435.1,389.4
EH66PR,EH89QN,4658.3,681.4,87.2,16.5
HS20AW,HS12AE,3518.9,313.4,8.9,23.6
HS20AW,HS12AE,3518.9,313.4,8.9,23.6
G117SN,G38AU,2660.6,299.2,15.3,24.5
G782EW,G38AU,13495.4,1155.4,67.1,96.7
PH11PR,PH14RE,14578.3,830.4,116.8,107.8
AB253UX,AB243PF,891.7,159.4,1.8,7.9
KY146AT,KY146AW,336.6,80.8,2.0,0.2
KY146AT,KY146BQ,673.9,161.7,3.9,2.4
KY146AW,KY146BQ,509.9,122.4,0.2,2.6
G611JG,G611QH,1521.9,194.3,14.1,15.0
G784BQ,G611QH,30356.7,1881.9,123.8,231.4
EH153QH,EH332PG,12345.2,824.3,105.0,40.5
IV169XD,IV169XD,0,0,0,0
IV169XD,IV169XD,0,0,0,0
IV169XD,IV169XD,0,0,0,0
DD11UQ,DD115EE,29941.0,1922.2,153.9,139.3
PA248AD,KA35LG,101359.3,5076.9,1113.8,1017.3
KY83DF,KY83LU,1230.7,140.3,3.5,2.9
G27EQ,G443AT,6311.3,686.8,38.8,40.2
EH312AY,EH312AY,0,0,0,0
G116AH,G140AT,3210.9,332.3,4.2,10.2
G116AH,G140AT,3210.9,332.3,4.2,10.2
G116AH,G140AT,3210.9,332.3,4.2,10.2
EH546TX,EH546DT,2305.2,277.4,19.7,9.3
EH548QP,EH546DT,3859.1,464.5,25.2,43.7
EH546EQ,EH546DT,512.0,85.6,0.1,5.3
EH546TX,EH548DF,3786.0,431.0,39.5,18.9
G742AN,ML11BN,17315.7,1100.9,100.5,203.7
ML85FB,ML11BN,15011.3,934.0,145.0,221.2
PA86AA,ML11BN,42983.4,2182.8,205.8,158.4
G742AN,G744JS,2801.6,357.9,10.1,34.6
KA308BL,KA308NU,1467.6,140.9,10.5,6.4
KA308BL,KA308LF,599.6,73.8,6.4,1.3
EH145DU,EH143HG,3742.8,461.3,23.1,58.4
DG98RY,DG98EP,5330.3,419.3,13.3,30.7
DG99BE,DG98EP,6794.6,431.0,33.1,45.9
DG97QR,DG98EP,971.4,184.0,2.5,17.2
EH46RE,EH53JW,8068.6,983.3,44.0,50.5
EH46RE,EH46NS,1731.3,308.0,10.7,23.8
AB439AJ,AB564DW,66268.0,3431.2,758.4,740.3
EH223JW,EH223AD,1248.4,166.8,0.4,11.8
EH11BB,EH223AD,11603.9,1156.4,109.3,127.7
EH218JU,EH218EQ,1378.7,167.4,0.8,8.0
EH355JE,EH164EA,17928.3,1302.4,156.2,192.6
PA75LG,PA75EN,950.5,164.3,3.0,10.2
PA75LG,PA145DX,12901.7,682.5,124.6,157.8
PA151EW,PA145DX,4529.9,429.4,19.8,19.4
PA152HP,PA145DX,2183.4,264.3,16.3,29.1
TD57JF,TD124DJ,15663.2,1105.9,81.8,93.5
KY114LZ,KY129EB,5144.5,580.5,39.2,30.5
PA200JP,PA209AF,1091.5,170.5,1.1,61.7
AB158PJ,AB535QT,58033.6,2798.1,493.8,548.8
AB158PJ,AB107GF,8232.4,767.4,48.6,160.9
PA776TN,PA776UA,10494.4,709.0,27.3,24.2
TD13BX,TD13JG,1037.1,152.8,10.4,3.6
ML15FG,ML11QW,7289.3,636.7,48.0,99.4
KY11BJ,KY11BJ,0,0,0,0
KY11BJ,KY11BJ,0,0,0,0
KA73DP,KA72RA,1535.4,172.4,3.8,6.1
KA308NU,KA308BL,1467.6,140.9,6.5,8.5
KA308LF,KA308BL,599.6,73.8,1.1,6.1
AB253SA,DD100NP,43700.7,2294.9,381.2,370.4
AB253SA,AB253BF,1180.0,240.9,23.9,3.5
FK39UR,G672LY,28378.9,1266.9,288.9,155.7
PA344NS,PA344NN,592.5,106.7,8.7,4.8
PA344HE,PA344NN,1686.2,182.1,50.3,1.7
PA12PL,PA31TL,1169.1,154.8,3.2,12.4
KA308UB,PA31TL,39244.8,2248.0,338.6,335.4
G643AX,G665LD,6424.3,502.7,54.6,32.3
EH299EP,EH525RH,7138.7,508.0,48.8,36.7
G781SL,G782LU,1619.9,201.1,7.4,9.5
G782LU,G782LU,0,0,0,0
G782LU,G782LU,0,0,0,0
DD24JS,DD24WB,2708.0,290.7,18.8,34.6
DD40TJ,DD24WB,11959.0,904.1,83.4,78.6
AB392NZ,AB392JU,563.8,105.9,3.8,4.2
AB518US,AB548AU,30007.0,1598.6,244.5,236.0
G767BT,G767HD,863.9,102.4,0.5,16.9
DG54JJ,DG54AW,707.4,125.2,7.8,1.3
EH125SN,EH37PE,3311.8,453.7,24.8,5.9
ML27EW,ML28EA,2624.2,318.4,30.0,16.9
HS12UR,HS12DR,2355.1,242.8,7.0,24.2
HS12LD,HS12DR,2103.7,229.1,11.6,21.7
HS12UR,HS29BQ,29995.2,1684.1,243.2,238.3
DG11BW,DG14LS,3036.4,351.0,48.7,31.0
EH105JG,EH141AX,1975.3,259.0,12.0,20.1
DD115TA,DD115HP,1024.2,189.5,8.8,0.6
KY111JE,EH107HA,30730.7,1550.9,318.7,207.8
DD30SE,DD30PY,3283.4,428.0,79.2,20.3
DD111UT,DD111JN,793.5,114.1,4.2,4.8
DD111UT,DD111HT,564.1,79.8,2.1,4.9
DD111LH,DD111HT,988.9,102.3,1.2,15.3
KY13NU,KY25YR,5915.4,550.0,53.2,78.7
KY62SD,KY157AJ,14032.0,741.0,97.9,109.0
PH263EY,PH263NG,3002.3,518.2,110.3,10.0
